ID,Title,Content,Excerpt,Date,"Post Type",Permalink
851,"One shot","<span lang=""fr"">Balancé comme ça, d'un seul coup un dimanche soir. Freestyle total de presque 30 min qui donne direct le ton de l'été : <a href=""http://en.wikipedia.org/wiki/Baltimore_club"">Bmore</a>!
Pour la petite histoire, il a été fait une seconde version de ce mix pour tenter de palier à certains enchainements imparfaits. Je crois qu'on passait à côté de l'ambiance spontanée du premier opus... 
""One shot"" ce sera son nom, et c'est sur tes fenêtres que tu poses tes enceintes cet été! Enjoy!</span>

<em lang=""en"">Dropped off as it is, on a sunday evening. Total Freestyle of almost 30 min. That gives you the ambiance of summer 2010 : <a href=""http://en.wikipedia.org/wiki/Baltimore_club"">Bmore</a>!
For the record, it's been made a second version for this mix, trying to fix some unperfect transitions. We felt like we missed the spontaneous feeling of the first version... 
""One shot"" will be its title, and it is on your windows that you'll place your speakers this summer! Enjoy!</em>

<h3>Tracklist</h3>
<ol>
	<li><span><strong><a href=""/tag/yuksek/"" rel=""tag"">Yuksek</a> feat. <a href=""/tag/amanda-blank/"" rel=""tag"">Amanda Blank</a></strong> – Extraball</span></li>
	<li><span><strong><a href=""/tag/uffie/"" rel=""tag"">Uffie</a></strong> – MCs Can Kiss</span></li>
	<li><span><strong><a href=""/tag/entyce/"" rel=""tag"">Entyce</a> feat. <a href=""/tag/hazel/"" rel=""tag"">Hazel</a></strong> - In Da Club (<a href=""/tag/fukkk-offf/"" rel=""tag"">Fukkk Offf</a> remix)</span></li>
	<li><span><strong><a href=""/tag/madeon/"" rel=""tag"">Madeon</a></strong> - For You</span></li>
	<li><span><strong><a href=""/tag/rick-james/"" rel=""tag"">Rick James</a></strong> - Give It To Me Baby (<a href=""/tag/glasnost/"" rel=""tag"">Glasnost</a> Remix)</span></li>
	<li><span><strong><a href=""/tag/magistrates/"" rel=""tag"">Magistrates</a></strong> - Gold Lover (<a href=""/tag/grum/"" rel=""tag"">GRUM</a> Remix)</span></li>
	<li><span><strong><a href=""/tag/sonny-fodera/"" rel=""tag"">Sonny Fodera</a></strong> - Lose My Mind </span></li>
	<li><span><strong><a href=""/tag/ghost-town-djs/"" rel=""tag"">Ghost Town DJ's</a></strong> - My Boo (<a href=""/tag/solly/"" rel=""tag"">Solly</a> Remix)</span></li>
	<li><span><strong><a href=""/tag/solly/"" rel=""tag"">Solly</a></strong> - Cali Dreams</span></li>
	<li><span><strong><a href=""/tag/gucci-mane/"" rel=""tag"">Gucci Mane</a></strong> - Lemonade (<a href=""/tag/solly/"" rel=""tag"">Solly</a> Remix)</span></li>
	<li><span><strong><a href=""/tag/kaptain-cadillac/"" rel=""tag"">Kaptain Cadillac</a></strong> - Show Me Luv (<a href=""/tag/dave-luxe/"" rel=""tag"">Dave Luxe</a> 90s Love Remix)</span></li>
	<li><span><strong><a href=""/tag/pimp-c/"" rel=""tag"">Pimp C</a></strong> - Knocking Doorz Down (<a href=""/tag/dj-protege/"" rel=""tag"">Dj Protege</a> Maniac Blend)</span></li>
	<li><span><strong><a href=""/tag/gloria-gaynor/"" rel=""tag"">Gloria Gaynor</a></strong> - I Will Survive (<a href=""/tag/dj-slink/"" rel=""tag"">DJ Slink</a> Bmore Edit)</span></li>
</ol>
(total running time 28:57 min)",,"2010-07-08 10:51:55",post,http://www.micromix.fr/one-shot/
861,"Girls like rock","Enjoy!

(total running time 27:15 min)

<h3>Tracklist</h3>
<ol>
    <li><span><strong><a href=""/tag/hail-social/"" rel=""tag"">Hail Social</a></strong> – Heaven (<a href=""/tag/anoraak/"" rel=""tag"">Anoraak</a> Remix)</span></li>
    <li><span><strong><a href=""/tag/friday-bridge/"" rel=""tag"">Friday Bridge</a></strong> – It girl (<a href=""/tag/nicolas-makelberge/"" rel=""tag"">Nicolas Makelberge</a> remix)</span></li>
    <li><span><strong><a href=""/tag/matias-aguayo/"" rel=""tag"">Matias Aguayo</a></strong> - Minimal (<a href=""/tag/dj-koze/"" rel=""tag"">DJ Koze</a> Remix)</span></li>
    <li><span><strong><a href=""/tag/patrick-alavi/"" rel=""tag"">Patrick Alavi</a></strong> - To Be (<a href=""/tag/laidback-luke/"" rel=""tag"">Laidback Luke</a> Remix</span></li>
    <li><span><strong><a href=""/tag/pony-pony-run-run/"" rel=""tag"">Pony Pony Run Run</a></strong> - Walking on a line (<a href=""/tag/poka/"" rel=""tag"">poka</a> Subliminal mix)</span></li>
    <li><span><strong><a href=""/tag/nicolas-makelberge/"" rel=""tag"">Nicolas Makelberge</a></strong> – So Young</span></li>
    <li><span><strong><a href=""/tag/nigthwaves/"" rel=""tag"">NigthWaves</a></strong> - Sweet Carrie (<a href=""/tag/walter-sobcek/"" rel=""tag"">Walter Sobcek</a> Remix)</span></li>
    <li><span><strong><a href=""/tag/kirstenana/"" rel=""tag"">Kirstenana</a></strong> - Love Love Love (<a href=""/tag/bit-funk/"" rel=""tag"">Bit Funk</a> Remix)</span></li>
    <li><span><strong><a href=""/tag/ben-mono/"" rel=""tag"">Ben Mono</a> feat. <a href=""/tag/jemeni/"" rel=""tag"">Jemeni</a></strong> – Jesus Was A B-Boy (<a href=""/tag/moullinex/"" rel=""tag"">Moullinex</a> Remix)</span></li>
</ol>",,"2010-07-13 14:00:52",post,http://www.micromix.fr/girls-like-rock/
881,"Il fait chaud dans ma ville","(Total running time : 32:08 min)

<h3>Tracklist</h3>
<ol>
    <li><span><strong><a href=""/tag/alistair-colling/"" rel=""tag"">Alistair Colling</a> vs. <a href=""/tag/tortured-soul/"" rel=""tag"">Tortured Soul</a></strong> - When You Find Your Love... Hold On (instrumental)</span></li>
    <li><span><strong><a href=""/tag/sebastien-leger/"" rel=""tag"">Sébastien Léger</a> ft <a href=""/tag/gia-mellish/"" rel=""tag"">Gia Mellish</a></strong> - Hypnotized (original mix)</span></li>
    <li><span><strong><a href=""/tag/college/"" rel=""tag"">College</a> feat. <a href=""/tag/anoraak/"" rel=""tag"">Anoraak</a></strong> - Fantasy Park (<a href=""/tag/moullinex/"" rel=""tag"">Moullinex</a> Remix)</span></li>
    <li><span><strong><a href=""/tag/alex-gopher/"" rel=""tag"">Alex Gopher</a> &amp; <a href=""/tag/demon/"" rel=""tag"">Demon</a></strong> - Wuz</span></li>
    <li><span><strong><a href=""/tag/main-source/"" rel=""tag"">Main Source</a></strong> - Looking At The Front Door</span></li>
    <li><span><strong><a href=""/tag/michael-jackson/"" rel=""tag"">Michael Jackson</a></strong> - P.Y.T. Demo (<a href=""/tag/u-tern/"" rel=""tag"">U-Tern</a> Edit)</span></li>
    <li><span><strong><a href=""/tag/kano/"" rel=""tag"">Kano</a></strong> - Can't Hold Back Your Lovin</span></li>
    <li><span><strong><a href=""/tag/force-of-nature/"" rel=""tag"">Force of Nature</a></strong> - The Million Way of Drum</span></li>
    <li><span><strong><a href=""/tag/superfunk/"" rel=""tag"">Superfunk</a></strong> - The Young MC</span></li>
    <li><span><strong><a href=""/tag/lmfao/"" rel=""tag"">LMFAO</a></strong> - Im In Miami Bitch (<a href=""/tag/big-nasty/"" rel=""tag"">Big Nasty</a> remix)</span></li>
    <li><span><strong><a href=""/tag/shapeshifters/"" rel=""tag"">Shapeshifters</a></strong> - Pusher (<a href=""/tag/lifelike/"" rel=""tag"">Lifelike</a> Remix)</span></li>
    <li><span><strong><a href=""/tag/cut-copy/"" rel=""tag"">Cut Copy</a></strong> - Lights And Music (<a href=""/tag/moullinex/"" rel=""tag"">Moullinex</a> Remix)</span></li>
    <li><span><strong><a href=""/tag/dj-sega/"" rel=""tag"">Dj Sega</a></strong> - I Need Yall To Roar</span></li>
    <li><span><strong><a href=""/tag/santogold/"" rel=""tag"">Santogold</a></strong> - Shove It</span></li>
    <li><span><strong><a href=""/tag/damian-marley/"" rel=""tag"">Damian Marley</a></strong> - Welcome To Jamrock</span></li>
</ol>",,"2010-07-20 17:57:50",post,http://www.micromix.fr/il-fait-chaud-dans-ma-ville/
895,"Pool Party","<h3>Tracklist</h3>
<ol>
    <li><span><strong><a href=""/tag/aeroplane/"" rel=""tag"">Aeroplane</a> vs <a href=""/tag/friendly-fires/"" rel=""tag"">Friendly Fires</a> vs <a href=""/tag/flight-facilities/"" rel=""tag"">Flight Facilities</a></strong> - I Crave Paris</span></li>
    <li><span><strong><a href=""/tag/don-diablo/"" rel=""tag"">Don Diablo</a> vs <a href=""/tag/phoenix/"" rel=""tag"">Phoenix</a> vs <a href=""/tag/jay-z/"" rel=""tag"">Jay Z</a></strong> - 99 Fences</span></li>
    <li><span><strong><a href=""/tag/housse-de-racket/"" rel=""tag"">Housse De Racket</a></strong> - Oh Yeah! (<a href=""/tag/tonka/"" rel=""tag"">Tonka</a>'s Muppets Dub)</span></li>
    <li><span><strong><a href=""/tag/beyonce/"" rel=""tag"">Beyoncé</a></strong> - Broken Hearted Girl (<a href=""/tag/alan-braxe/"" rel=""tag"">Alan Braxe</a> dub)</span></li>
    <li><span><strong><a href=""/tag/freeez/"" rel=""tag"">Freeez</a></strong> - I.O.U. (Extended Version 1982)</span></li>
    <li><span><strong><a href=""/tag/picious/"" rel=""tag"">Picious</a></strong> - Working With Fan (Original Mix)</span></li>
    <li><span><strong><a href=""/tag/lumiere/"" rel=""tag"">Lumiere</a> Feat. <a href=""/tag/big-j/"" rel=""tag"">Big J</a></strong> - Good-Bye Illusions (<a href=""/tag/charles-webster/"" rel=""tag"">Charles Websters</a> Seriously Deluded Mix - 2008 Re-Edit)</span></li>
    <li><span><strong><a href=""/tag/relation/"" rel=""tag"">Relation</a></strong> - Your Tiny Mind (<a href=""/tag/lifelike/"" rel=""tag"">Lifelike</a> Radio Edit)</span></li>
</ol>",,"2010-07-27 13:02:09",post,http://www.micromix.fr/pool-party/
915,"Il fait déjà nuit","<h3>Tracklist</h3>
<ol>
    <li><span><strong><a href=""/tag/shakedown/"" rel=""tag"">Shakedown</a></strong> – At Night (<a href=""/tag/afterlife/"" rel=""tag"">Afterlife</a> mix)</span></li>
    <li><span><strong><a href=""/tag/tennishero/"" rel=""tag"">Tennishero</a></strong> - Midnight Love</span></li>
    <li><span><strong><a href=""/tag/yeasayer/"" rel=""tag"">Yeasayer</a></strong> - O.N.E (<a href=""/tag/tits-clits/"" rel=""tag"">Tits &amp; Clits</a> Remix)</span></li>
    <li><span><strong><a href=""/tag/j-dilla/"" rel=""tag"">J Dilla</a></strong> – Dreamy (<a href=""/tag/brabe/"" rel=""tag"">Brabe</a> Cover)</span></li>
    <li><span><strong><a href=""/tag/bibio/"" rel=""tag"">Bibio</a></strong> - Lovers Carvings (<a href=""/tag/catz-n-dogz/"" rel=""tag"">Catz N' Dogz</a> Re-Edit)</span></li>
    <li><span><strong><a href=""/tag/mood-ii-swing/"" rel=""tag"">Mood II Swing</a></strong> - All Night Long</span></li>
</ol>

(Total running time 21:30 min)",,"2010-08-16 09:08:52",post,http://www.micromix.fr/il-fait-deja-nuit/
929,"Take me to your leader","<h3>Tracklist</h3>
<ol>
    <li><span><strong><a href=""/tag/flight-facilities/"" rel=""tag"">Flight Facilities</a></strong> - Crave You (<a href=""/tag/cassian/"" rel=""tag"">Cassian</a> Remix)</span></li>
    <li><span><strong><a href=""/tag/housse-de-racket/"" rel=""tag"">Housse De Racket</a></strong> - Oh Yeah! (<a href=""/tag/tonka/"" rel=""tag"">Tonka</a>'s Cosmic Munich Radio Edit)</span></li>
    <li><span><strong><a href=""/tag/groove-armada/"" rel=""tag"">Groove Armada</a></strong> - History (<a href=""/tag/grum/"" rel=""tag"">GRUM</a> Remix) </span></li>
    <li><span><strong><a href=""/tag/nikola-gala/"" rel=""tag"">Nikola Gala</a></strong> - Choke - (original mix)</span></li>
    <li><span><strong><a href=""/tag/nicholas/"" rel=""tag"">Nicholas</a></strong> - Full Black Moon (Tax Collector Remix)</span></li>
    <li><span><strong><a href=""/tag/shonky/"" rel=""tag"">Shonky</a></strong> - Cluborama</span></li>
    <li><span><strong><a href=""/tag/claes-rosen/"" rel=""tag"">Claes Rosen</a></strong> - Boogie Breeze (<a href=""/tag/honom/"" rel=""tag"">Honom</a> Remix)</span></li>
    <li><span><strong><a href=""/tag/pierce/"" rel=""tag"">Pierce</a></strong> - Something To Finish</span></li>
</ol>

(total running time : 19:30min)",,"2010-09-06 14:07:26",post,http://www.micromix.fr/take-me-to-your-leader/
941,"MC O'taquey","<h3>Tracklist</h3>
<ol>
    <li><span><strong><a href=""/tag/klubfilter/"" rel=""tag"">Klubfilter</a></strong> - Some Love</span></li>
    <li><span><strong><a href=""/tag/grandmaster-flash/"" rel=""tag"">Grandmaster Flash</a></strong> - The Message (<a href=""/tag/tape-deck-bros/"" rel=""tag"">Tape Deck Bros</a> Remix)</span></li>
    <li><span><strong><a href=""/tag/international-pony/"" rel=""tag"">International Pony</a></strong> - Our House (Mama Version Edit)</span></li>
    <li><span><strong><a href=""/tag/matthew-boone/"" rel=""tag"">Matthew Boone</a> Feat. <a href=""/tag/j-vieira/"" rel=""tag"">J. Vieira</a></strong> - Meu Coracaò (<a href=""/tag/lebooca-project/"" rel=""tag"">Lebooca Project</a> Remix)</span></li>
    <li><span><strong><a href=""/tag/edwin-van-cleef/"" rel=""tag"">Edwin Van Cleef</a></strong> – Overtaken (<a href=""/tag/mille/"" rel=""tag"">Mille</a> Remix)</span></li>
    <li><span><strong><a href=""/tag/dominik-eulberg/"" rel=""tag"">Dominik Eulberg</a></strong> - Daten Übertragungs Küsschen (<a href=""/tag/max-cooper/"" rel=""tag"">Max Cooper</a> Mix)</span></li>
    <li><span><strong><a href=""/tag/douze/"" rel=""tag"">Douze</a></strong> - Lovely Blue Eyes</span></li>
    <li><span><strong><a href=""/tag/kid-sister/"" rel=""tag"">Kid Sister</a></strong> - Pro Nails (<a href=""/tag/bag-raiders/"" rel=""tag"">Bag Raiders</a> Remix)</span></li>
    <li><span><strong><a href=""/tag/ginger-ninja/"" rel=""tag"">Ginger Ninja</a></strong> - Sunshine (<a href=""/tag/eumig-chinon/"" rel=""tag"">Eumig &amp; Chinon</a> Remix)</span></li>
    <li><span><strong><a href=""/tag/top-billin/"" rel=""tag"">Top Billin</a></strong> - My Way</span></li>
    <li><span><strong><a href=""/tag/lmfao/"" rel=""tag"">LMFAO</a></strong> - I'm in Miami Bitch</span></li>
    <li><span><strong><a href=""/tag/nightcrawlers/"" rel=""tag"">Nightcrawlers</a></strong> - Push The Feeling On (<a href=""/tag/silver-disco/"" rel=""tag"">Silver Disco</a> Remix) </span></li>
    <li><span><strong><a href=""/tag/le-principle/"" rel=""tag"">Le Principle</a></strong> - You Can't Fake It (Original Mix)</span></li>
    <li><span><em>BOMBER(ClubMix).mp3</em></span></li>
    <li><span><strong><a href=""/tag/louis-la-roche/"" rel=""tag"">Louis La Roche</a></strong> - Sunshine Hotel (Original Mix)</span></li>
    <li><span><strong><a href=""/tag/carmen/"" rel=""tag"">Carmen</a></strong> - Time To Move</span></li>
</ol>
(total running time : 32:00 min)",,"2010-09-22 17:51:47",post,http://www.micromix.fr/mc-otaquey/
952,"J'arrive pas à te cerner","<h3>Tracklist</h3>
<ol>
    <li><span><strong><a href=""/tag/sultan/"" rel=""tag"">Sultan</a>, <a href=""/tag/ned-shepard/"" rel=""tag"">Ned Shepard</a> & <a href=""/tag/maher-daniel/"" rel=""tag"">Maher Daniel</a></strong> - Itajai Vibes (Original Mix)</span></li>
    <li><span><strong><a href=""/tag/dax-riders/"" rel=""tag"">Dax Riders</a></strong> - People</span></li>
    <li><span><strong><a href=""/tag/de-la-soul/"" rel=""tag"">De La Soul</a></strong> - Kicked Out The House</span></li>
    <li><span><strong><a href=""/tag/geraldine-hunt/"" rel=""tag"">Geraldine Hunt</a></strong> - Can't Fake The Feeling</span></li>
    <li><span><strong><a href=""/tag/kifondat/"" rel=""tag"">Kifondat</a></strong> - Wanted Bro</span></li>
    <li><span><strong><a href=""/tag/maddkatt-courtship/"" rel=""tag"">Maddkatt Courtship</a></strong> - My Life Muzik</span></li>
    <li><span><strong><a href=""/tag/robots-with-rayguns/"" rel=""tag"">Robots With Rayguns</a></strong> - Free to Feel</span></li>
    <li><span><strong><a href=""/tag/futurecop/"" rel=""tag"">Futurecop!</a></strong> - Ain't That Fresh (Original Mix)</span></li>
    <li><span><strong><a href=""/tag/grum/"" rel=""tag"">GRUM</a></strong> - Turn it up</span></li>
</ol>

(Total running time : 19:38 min)",,"2010-09-27 10:00:53",post,http://www.micromix.fr/jarrive-pas-a-te-cerner/
962,"This is for the Aussies","<h3>Tracklist</h3>
<ol>
    <li><span><strong><a href=""/tag/van-she/"" rel=""tag"">Van She</a></strong> - So High (with <a href=""/tag/play-paul/"" rel=""tag"">Play Paul</a> &amp; <a href=""/tag/nicos-marcos/"" rel=""tag"">Nicos Marcos</a>)</span></li>
    <li><span><strong><a href=""/tag/pnau/"" rel=""tag"">Pnau</a> feat. <a href=""/tag/ladyhawke/"" rel=""tag"">Ladyhawke</a></strong> - Embrace</span></li>
    <li><span><strong><a href=""/tag/the-presets/"" rel=""tag"">The Presets</a></strong> - This Boy's In Love (<a href=""/tag/lifelike/"" rel=""tag"">Lifelike</a> Remix)</span></li>
    <li><span><strong><a href=""/tag/infusion/"" rel=""tag"">Infusion</a></strong> - Dogtown (<a href=""/tag/bass-kleph/"" rel=""tag"">Bass Kleph</a> Steamed Up Extended Remix)</span></li>
    <li><span><strong><a href=""/tag/sneaky-sound-system/"" rel=""tag"">Sneaky Sound System</a></strong> - Pictures (<a href=""/tag/tonite-only/"" rel=""tag"">Tonite Only</a> Remix)</span></li>
</ol>
(Total running time : 17:09 min)

",,"2010-10-06 11:30:19",post,http://www.micromix.fr/this-is-for-the-aussies/
972,"Ricky Mobylette","<h3>Tracklist</h3>
<ol>
    <li><span><strong><a href=""/tag/french-horn-rebellion/"" rel=""tag"">French Horn Rebellion</a> vs. <a href=""/tag/database/"" rel=""tag"">Database</a></strong> - Beaches and Friends (<a href=""/tag/hey-champ/"" rel=""tag"">Hey Champ</a> Remix)</span></li>
    <li><span><strong><a href=""/tag/feldberg/"" rel=""tag"">Feldberg</a></strong> - Dreamin' (<a href=""/tag/jungle-fiction/"" rel=""tag"">Jungle Fiction</a> Remix)</span></li>
    <li><span><strong><a href=""/tag/robots-with-rayguns/"" rel=""tag"">Robots With Rayguns</a></strong> - Sorry</span></li>
    <li><span><strong><a href=""/tag/walter-sobcek/"" rel=""tag"">Walter Sobcek</a></strong> - Je me souviens (<a href=""/tag/paul/"" rel=""tag"">Paul</a> remix)</span></li>
    <li><span><strong><a href=""/tag/cosmonaut-grechko/"" rel=""tag"">Cosmonaut Grechko</a></strong> - All The Time We Were In Love</span></li>
    <li><span><strong><a href=""/tag/teengirl-fantasy/"" rel=""tag"">Teengirl Fantasy</a></strong> - Cheaters</span></li>
    <li><span><strong><a href=""/tag/boc-productions/"" rel=""tag"">BOC Productions</a></strong> - Fall In Love (<a href=""/tag/alan-braxe/"" rel=""tag"">Alan Braxe</a> Remix)</span></li>
    <li><span><strong><a href=""/tag/lbck/"" rel=""tag"">LBCK</a></strong> - Start</span></li>
    <li><span><strong><a href=""/tag/burns/"" rel=""tag"">Burns</a> and <a href=""/tag/fred-falke/"" rel=""tag"">Fred Falke</a></strong> - YSLM (You Stopped Loving Me)</span></li>
    <li><span><strong><a href=""/tag/lifelike/"" rel=""tag"">Lifelike</a></strong> - Love Emulator (<a href=""/tag/visitor/"" rel=""tag"">VISITOR</a> remix)</span></li>
</ol>
(Total running time : 27:39 min)",,"2010-10-20 09:45:39",post,http://www.micromix.fr/ricky-mobylette/
985,Cosmogarden,"<h3>Tracklist</h3>
<ol>
    <li><span><strong><a href=""/tag/kollektiv-turmstrase/"" rel=""tag"">Kollektiv Turmstraße</a></strong> - Grillen im Park</span></li>
    <li><span><strong><a href=""/tag/moonbootica/"" rel=""tag"">Moonbootica</a></strong> - June</span></li>
    <li><span><strong><a href=""/tag/caribou/"" rel=""tag"">Caribou</a></strong> - Sun</span></li>
    <li><span><strong><a href=""/tag/jimmy-edgar/"" rel=""tag"">Jimmy Edgar</a></strong> - Tell it To The Heart</span></li>
    <li><span><strong><a href=""/tag/ellen-allien/"" rel=""tag"">Ellen Allien</a> &amp; <a href=""/tag/apparat/"" rel=""tag"">Apparat</a></strong> – Do Not Break</span></li>
</ol>
(total running time : 10:36 min)",,"2010-10-27 07:30:38",post,http://www.micromix.fr/cosmogarden/
1006,"Hello my name is","<h3>Tracklist</h3>
<ol>
    <li><span><strong><a href=""/tag/paul-kalkbrenner/"" rel=""tag"">Paul Kalkbrenner</a></strong> - Azure (Original Mix)</span></li>
    <li><span><strong><a href=""/tag/honom/"" rel=""tag"">Honom</a></strong> - Purple Sun (Original Mix)</span></li>
    <li><span><strong><a href=""/tag/patrick-alavi/"" rel=""tag"">Patrick Alavi</a></strong> - How Much That Means To Me (<a href=""/tag/miguel-campbell/"" rel=""tag"">Miguel Campbell</a> Re-Edit)</span></li>
    <li><span><strong><a href=""/tag/g-l-o-v-e-s/"" rel=""tag"">G.L.O.V.E.S</a></strong> - Too Much To Dream (Original Mix)</span></li>
    <li><span><strong><a href=""/tag/crystal-fighters/"" rel=""tag"">Crystal Fighters</a></strong> - In The Summer (<a href=""/tag/streetlife-deejays/"" rel=""tag"">Streetlife Deejays</a> Remix)</span></li>
    <li><span><strong><a href=""/tag/lifelike/"" rel=""tag"">Lifelike</a> / <a href=""/tag/yota/"" rel=""tag"">Yota</a> / <a href=""/tag/namebrand/"" rel=""tag"">Namebrand</a></strong> - Love Emulator (Original Mix)</span></li>
</ol>
(Total running time : 20:20min)",,"2010-11-15 12:21:29",post,http://www.micromix.fr/hello-my-name-is/
1021,"Je suis pas à une défaite près","<h3>Tracklist</h3>
<ol>    
    <li><span><strong><a href=""/tag/kings-of-tomorrow/"" rel=""tag"">Kings Of Tomorrow</a> Feat. <a href=""/tag/julie-mcknight/"" rel=""tag"">Julie McKnight</a></strong> - Finally (<a href=""/tag/danny-tenaglia/"" rel=""tag"">Danny Tenaglia</a>'s Return To Paradise Mix) </span></li>
    <li><span><strong><a href=""/tag/mlle-caro/"" rel=""tag"">Mlle Caro</a> And <a href=""/tag/franck-garcia/"" rel=""tag"">Franck Garcia</a></strong> - Lost</span></li>
    <li><span><strong><a href=""/tag/bob-sinclar/"" rel=""tag"">Bob Sinclar</a></strong> - Mo Underground People</span></li>
    <li><span><strong><a href=""/tag/romanthony/"" rel=""tag"">Romanthony</a></strong> – Curious (<a href=""/tag/treasure-fingers/"" rel=""tag"">Treasure Fingers</a> remix)</span></li>
    <li><span><strong><a href=""/tag/armand-van-helden/"">Armand Van Helden</a></strong> - The Funk Phenomena</span></li>
    <li><span><strong><a href=""/tag/eric-prydz/"" rel=""tag"">Eric Prydz</a></strong> - Niton (<a href=""/tag/treasure-fingers/"" rel=""tag"">Treasure Fingers</a> Remix)</span></li>
</ol>
(total running time : 20:55min)",,"2010-11-30 13:15:19",post,http://www.micromix.fr/je-suis-pas-a-une-defaite-pres/
1033,"I'm invisible","<h3>Tracklist</h3>
<ol>
    <li><span><strong><a href=""/tag/mario-basanov/"" rel=""tag"">Mario Basanov</a></strong> – Do you remember (<a href=""/tag/arithmatix/"" rel=""tag"">Arithmatix!</a> remix)</span></li>
    <li><span><strong><a href=""/tag/mtume/"" rel=""tag"">Mtume</a></strong> - Juicy Fruit</span></li>
    <li><span><strong><a href=""/tag/gypsy-the-cat/"" rel=""tag"">Gypsy &amp; The Cat</a></strong> - The Piper's Song (<a href=""/tag/aeroplane/"" rel=""tag"">Aeroplane</a> Remix)</span></li>
    <li><span><strong><a href=""/tag/metric/"" rel=""tag"">Metric</a></strong> - Gold Guns Girls (<a href=""/tag/cosmonaut-grechko/"" rel=""tag"">Cosmonaut Grechko</a> version)</span></li>
    <li><span><strong><a href=""/tag/douze/"" rel=""tag"">Douze</a></strong> - We Got The Love</span></li>
</ol>
(Total running time : 18:22 min)",,"2010-12-20 11:15:31",post,http://www.micromix.fr/im-invisible/
1049,"Speed Of Light","<p><em>Follow dislokated :<br>
<a target=""_blank"" href=""http://www.facebook.com/dislokated"">http://www.facebook.com/dislokated</a><br>
<a target=""_blank"" href=""http://soundcloud.com/dislokated"">http://soundcloud.com/dislokated</a></em></p>

<h3>Tracklist</h3>
<ol>
	<li><span><strong><a href=""/tag/michael-cassette/"" rel=""tag"">Michael Cassette</a></strong> - Through The Windows</span></li>
	<li><span><strong><a href=""/tag/dada/"" rel=""tag"">Dada</a> ft. <a href=""/tag/the-other/"" rel=""tag"">The Other</a></strong> - Majestic 12 (<a href=""/tag/super-mal/"" rel=""tag"">Super Mal</a> Remix)</span></li>
	<li><span><strong><a href=""/tag/pendulum/"" rel=""tag"">Pendulum</a></strong> - The Island (<a href=""/tag/madeon/"" rel=""tag"">Madeon</a> Remix)</span></li>
	<li><span><strong><a href=""/tag/skrillex/"" rel=""tag"">Skrillex</a></strong> – Rock N' Roll (Will Take You To The Mountain)</span></li>
	<li><span><strong><a href=""/tag/futurecop/"" rel=""tag"">Futurecop!</a></strong> - The Beast On Saturn</span></li>
	<li><span><strong><a href=""/tag/super-mal/"" rel=""tag"">Super Mal</a></strong> - Rock the Night (<a href=""/tag/diamond-cut/"" rel=""tag"">Diamond Cut</a> Remix)</span></li>
</ol>
(Total runing time : 20:35 min)",,"2010-12-28 12:15:13",post,http://www.micromix.fr/speed-of-light/
1065,"Street depression","<h3>Tracklist</h3>
<ol>
    <li><span><strong><a href=""/tag/easy-e/"" rel=""tag"">Easy E</a></strong> - Wanna be a baller VS Real Thugs (mashup)</span></li>
    <li><span><strong><a href=""/tag/2pac/"" rel=""tag"">2Pac</a></strong> - Still Ballin' (<a href=""/tag/mimosa/"" rel=""tag"">MiMOSA</a> Remix)</span></li>
    <li><span><strong><a href=""/tag/la-caution/"" rel=""tag"">La Caution</a> &amp; <a href=""/tag/chateau-flight/"" rel=""tag"">Chateau Flight</a></strong> - Une épave sur la route (feat. <a href=""/tag/alin-adren/"" rel=""tag"">Alin Adren</a>)</span></li>
    <li><span><strong><a href=""/tag/da-maad-fungusth/"" rel=""tag"">Da Maad Fungusth</a></strong> - Les Spots Bleus</span></li>
    <li><span><strong><a href=""/tag/the-streets/"" rel=""tag"">The Streets</a></strong> - Weak Become Heroes</span></li>
</ol>
(Total running time : 17:54 min)",,"2011-01-24 09:12:12",post,http://www.micromix.fr/street-depression/
1077,"El Chupacabra","<h3>Tracklist</h3>
<ol>
	<li><span><strong><a rel=""tag"" href=""/tag/birds-escape/"">Birds Escape</a></strong> - My Sky (<a rel=""tag"" href=""/tag/awkoder/"">Awkoder</a> Remix)</span></li>
	<li><span><strong><a rel=""tag"" href=""/tag/ooft-music/"">OOFT! Music</a></strong> - In Search Of Ecto One </span></li>
	<li><span><strong><a rel=""tag"" href=""/tag/steed-lord/"">Steed Lord</a></strong> - Boy U Know (<a rel=""tag"" href=""/tag/jungle-fiction/"">Jungle Fiction</a> Remix Ft. <a rel=""tag"" href=""/tag/vyle/"">Vyle</a>)</span></li>
	<li><span><strong><a rel=""tag"" href=""/tag/depeche-mode/"">Depeche Mode</a></strong> - Fragile Tension (<a rel=""tag"" href=""/tag/kris-menace/"">Kris Menace</a> Universe Remix)</span></li>
	<li><span><strong><a rel=""tag"" href=""/tag/dato/"">DATO</a></strong> - My life is perfect now (Featuring <a rel=""tag"" href=""/tag/jannie-linneb%c3%a6k/"">Jannie Linnebæk</a>)</span></li>
</ol>
(total running time : 21:55 min)",,"2011-02-08 10:16:12",post,http://www.micromix.fr/el-chupacabra/
